0.000000	1.613787	snore
1.613787	3.529433	no
3.529433	4.864580	snore
4.864580	6.815057	no
6.815057	8.115374	snore
8.115374	10.065850	no
10.065850	11.377778	snore
11.377778	13.653333	no
13.653333	14.663401	snore
14.663401	17.496236	no
17.496236	18.564354	snore
18.564354	21.292698	no
21.292698	22.314376	snore
22.314376	28.757914	no
28.757914	29.767982	snore
29.767982	51.687619	no
51.687619	52.581587	snore
52.581587	65.654422	no
65.654422	66.583220	snore
66.583220	79.296145	no
79.296145	79.946304	snore
79.946304	104.083447	no
104.083447	105.105125	snore
105.105125	110.794014	no
110.794014	112.024671	snore
112.024671	147.435102	no
147.435102	148.538050	snore
148.538050	168.449161	no
168.449161	169.563719	snore
169.563719	171.978594	no
171.978594	172.802902	snore
172.802902	175.449977	no
175.449977	176.285896	snore
176.285896	179.060680	no
179.060680	180.012698	snore
180.012698	185.922177	no
185.922177	186.978685	snore
186.978685	189.672200	no
189.672200	190.740317	snore
190.740317	207.110385	no
207.110385	208.294603	snore
208.294603	210.628209	no
210.628209	211.789206	snore
211.789206	257.845986	no
257.845986	258.867664	snore
258.867664	268.770975	no
268.770975	269.931973	snore
269.931973	305.783991	no
